id;Kanji;Grade;"Reading within Joyo";"Reading beyond Joyo";"On within Joyo";"Translation of On";"Kun within Joyo";"Translation of Kun";Left1sound;Left2sound;Left3sound;Left4sound;Left5sound;Left6sound;Right1sound;Right2sound;Right3sound;Right4sound;Right5sound;Right6sound;Right7sound
1979;裕;7;ユウ;ユ;yuu;"abundant, rich, fruitful, fertile";-;-;yuu;;;;;;yuu;;;;;;
700;栽;7;サイ;;sai;planting;-;-;sai;;;;;;sai;zai;;;;;
956;叙;7;ジョ;;jo;"relate, narrate, describe, write; confer (a rank); write a preface";-;-;zyo;;;;;;zyo;;;;;;
1212;疎;7;ソ、うと-い、うと-む;まば;so;"rough, sparseness, estrangement";"uto(i), uto(mu)";"neglect, shun, alienate. distant, estranged; disinterested, ignorant of ";so;;;;;;so;;;;;;
1468;哲;7;テツ;あき;tetsu;clear;-;-;tetu;;;;;;tetu;;;;;;
1724;苗;7;ビョウ、なえ、[なわ];ミョウ;byoo;"seedling, sapling, shoot";"nae, [nawa]";"seedling, sapling, shoot";nae;nawa;myoo;byoo;;;byoo;nae;;;;;
189;塊;7;カイ、かたまり;;kai;"lump, chunk, clod, mass, clot, ingot";katamari;"lump, chunk, clod, mass; clump, cluster, group; flock; bigotry; personification (of)";kai;;;;;;kai;katamari;;;;;
701;彩;7;サイ、いろど-る;;sai;"color, paint, make up";irodo(ru);"color, paint, make up";sai;;;;;;sai;;;;;;
957;徐;7;ジョ;おもむ;jo;"slowly, deliberately, gently";-;-;zyo;;;;;;zyo;;;;;;
1213;訴;7;ソ、うった-える;;so;"sue; complain of (pain); appeal to; have recourse to";utta(eru);"sue; complain of (pain); appeal to; have recourse to";so;;;;;;so;;;;;;
1981;雄;7;ユウ、お、おす;ユ;yuu;"male; hero; great leader; superiority, excellence";"o, osu";male;yuu;o;;;;;yuu;;;;;;
190;楷;7;カイ;;kai;"square-character style; straight tree; correctness, rule, model";-;-;kai;;;;;;;;;;;;
1214;塑;7;ソ;;so;"modeling, molding";-;-;so;;;;;;so;;;;;;
1470;徹;7;テツ;とお;tetsu;clear;-;-;teQ;tetu;;;;;tetu;;;;;;
1982;誘;7;ユウ、さそ-う;;yuu;"invite, ask; call for; provoke, cause; bring (tears); allure, tempt, seduce  ";saso(u);"invite, ask; call for; provoke, cause; bring (tears); allure, tempt, seduce  ";yuu;;;;;;yuu;;;;;;
1215;遡;7;ソ、さかのぼ-る;;so;"go upstream; retrace the past";sakanobo(ru);"go upstream; retrace the past";so;;;;;;;;;;;;
1471;撤;7;テツ;;tetsu;"withdraw; disarm (a ship); dismantle (a fort); remove, reject, exclude";-;-;teQ;;;;;;;;;;;;
1727;描;7;ビョウ、えが-く、か-く;;byoo;"write, compose; draw, paint ";"ega(ku), ka(ku)";"write, compose; draw, paint. sketch, describe ";byoo;;;;;;byoo;ga;;;;;
1983;憂;7;ユウ、うれ-える、うれ-い、う-い;;yuu;"grieve, lament, be anxious";"ure(eru), ure(i), u(i)";"grieve, lament, be anxious. sad, unhappy, gloomy. distress, sorrow, trouble, anxiety, grief";yuu;u;;;;;yuu;;;;;;
192;潰;7;カイ、つぶ-す、つぶ-れる;つい;kai;"crush, smash, break; dissipate; waste(time); kill, butcher; demolish; melt down";"tsubu(su), tsubu(reru)";"be smashed, be destroyed, collapse; be defaced(type); be ruined; be worn down; crush, smash, break; dissipate; waste(time); kill, butcher; demolish; melt down";kai;;;;;;tubu;kai;;;;;
448;駆;7;ク、か-ける、か-る;;ku;"run, gallop; advance";"ka(keru), ka(ru)";"run, gallop; advance; drive (a car); spur on, prompt, actuate, inspire, sway, impel";ku;ka;;;;;ku;;;;;;
960;升;7;ショウ、ます;;shoo;"1.8 liter";masu;"a measuring box";masu;;;;;;;;;;;;
1216;礎;7;ソ、いしずえ;;so;"foundation stone, cornerstone";ishizue;"foundation stone, cornerstone";so;;;;;;so;;;;;;
1728;猫;7;ビョウ、ねこ;ミョウ;byoo;cat;neko;cat;neko;;;;;;neko;myoo;;;;;
1984;融;7;ユウ;と、ど;yuu;"dissolve, melt";-;-;yuu;;;;;;yuu;;;;;;
193;壊;7;カイ、こわ-す、こわ-れる;エ;kai;break;"kowa(su), kowa(reru)";"break; destroy; tear up; crack; smack; mar; be broken; be demolished; fall into ruin";kai;e;;;;;kai;e;;;;;
705;斎;7;サイ;いつき、とき;sai;"Buddhist food; room";-;-;sai;;;;;;sai;;;;;;
1217;双;7;ソウ、ふた;;soo;"a pair; a set; comparison; counter for pairs";futa;;soo;huta;;;;;soo;;;;;;
194;懐;7;カイ、ふところ、なつ-かしい、なつ-かしむ、なつ-く、なつ-ける;いだ;kai;"heart, feeling";"futokoro, natsu(kashii), natsu(kashimu), natsu(ku), natsu(keru)";"bosom, breast, heart; pocket, purse; dear, longed-for; yearning for; yearn for, miss someone; win over, win another’s heart; become attached to";kai;hutokoro;;;;;kai;hutokoro;butokoro;;;;
450;惧;7;グ;;gu;"fear, be overawed, be apprehensive";-;-;;;;;;;gu;;;;;;
962;召;7;ショウ、め-す;;shoo;"call, send for; wear, put on; take (a bath); ride in; buy; eat, drink; catch (a cold) ";me(su);"call, send for; wear, put on; take (a bath); ride in; buy; eat, drink; catch (a cold) ";syoo;me;;;;;syoo;me;;;;;
1218;壮;7;ソウ;;soo;"manhood; prosperity";-;-;soo;;;;;;soo;;;;;;
1730;浜;7;ヒン、はま;;hin;"beach, seashore; fishing village";hama;"beach, seashore; fishing village";hama;;;;;;hama;hin;;;;;
1986;与;7;ヨ、あた-える;あずか、くみ;yo;"give, award, impart, provide, allot, cause (pain or damage) ";ata(eru);"give, award, impart, provide, allot, cause (pain or damage) ";yo;;;;;;yo;;;;;;
195;諧;7;カイ;;kai;"harmony, order, suitability";-;-;kai;;;;;;kai;;;;;;
451;愚;7;グ、おろ-か;;gu;"folly, foolishness, absurdity; fool";oro(ka);"foolish, stupid, dull";gu;;;;;;gu;;;;;;
963;匠;7;ショウ;たくみ;shoo;"workman, artisan; means; idea";-;-;;;;;;;syoo;;;;;;
964;床;7;ショウ、とこ、ゆか;;shoo;"bed, floor";"toko, yuka";"bed; sickbed; floor; alcove; padding";yuka;toko;syoo;;;;syoo;doko;yuka;;;;
1732;賓;7;ヒン;まろうど;hin;guest;-;-;hin;;;;;;hin;;;;;;
453;偶;7;グウ;;guu;"even number; couple, man and wife; friend; same kind; doll";-;-;guu;;;;;;guu;;;;;;
965;抄;7;ショウ;;shoo;"selection, summary; one tenth of a shaku(勺) ";-;-;syoo;;;;;;syoo;;;;;;
1477;添;7;テン、そ-える、そ-う;;ten;"accompany; marry; be added to; suit, meet, satisfy, be adjusted to";"so(eru), so(u)";"accompany; marry; be added to; suit, meet, satisfy, be adjusted to. add to, attach, append; accompany; garnish; imitate";ten;so;;;;;zo;;;;;;
1733;頻;7;ヒン;しき;hin;"repeat, occur repeatedly";-;-;hin;;;;;;pin;;;;;;
1989;誉;7;ヨ、ほま-れ;ほ;yo;praise;homa(re);"honor, glory";;;;;;;yo;;;;;;
198;劾;7;ガイ;;gai;"criminal investigation";-;-;;;;;;;gai;;;;;;
454;遇;7;グウ;あ;guu;"treat, entertain, receive, deal with";-;-;;;;;;;guu;;;;;;
710;債;7;サイ;;sai;"debt, loan";-;-;sai;;;;;;sai;;;;;;
966;肖;7;ショウ;;shoo;resemble;-;-;syoo;;;;;;syoo;;;;;;
1734;敏;7;ビン;さと、と、ざと;bin;"agility; alertness";-;-;bin;;;;;;bin;;;;;;
455;隅;7;グウ、すみ;;guu;corner;sumi;"corner, nook";sumi;;;;;;sumi;zumi;guu;;;;
711;催;7;サイ、もよお-す;;sai;"hold (a meeting); give (a dinner); feel; show signs of, develop symptoms of, feel (sick) ";moyoo(su);"hold (a meeting); give (a dinner); feel; show signs of, develop symptoms of, feel (sick) ";sai;moyoo;;;;;sai;;;;;;
967;尚;7;ショウ;たか、ひさ、な;shoo;"further, furthermore, still, still more, yet; just like";-;-;syoo;;;;;;syoo;;;;;;
1479;填;7;テン;;ten;"go into, fit into; fall into, plunge into; be deceived";-;-;ten;;;;;;ten;;;;;;
1735;瓶;7;ビン;ヘイ、かめ、がめ;bin;"bottle, vial, jar, flask";-;-;bin;hei;;;;;bin;game;;;;;
200;崖;7;ガイ、がけ;;gai;"cliff, bluff, precipice";gake;"cliff, bluff, precipice";;;;;;;gai;;;;;;
456;串;7;くし;;-;-;kushi;"spit, sekwer";kusi;;;;;;gusi;;;;;;
712;塞;7;サイ、ソク、ふさ-ぐ、ふさ-がる;;"sai, soku";"close, shut, cover, block, wall up obstruct, fill; occupy";"fusa(gu), fusa(garu)";"close, shut, cover, block, wall up obstruct, fill; occupy; be closed, be blocked, be obstructed, be clogged, be shut; be occupied";;;;;;;soku;sai;;;;;
1224;荘;7;ソウ;ショウ、ジョウ;soo;"villa, inn";-;-;soo;syoo;;;;;soo;;;;;;
201;涯;7;ガイ;;gai;shore;-;-;;;;;;;gai;;;;;;
457;屈;7;クツ;かが;kutsu;"bend, bend over; give in, submit to, yield to; flinch";-;-;kuQ;kutu;;;;;kutu;;;;;;
713;歳;7;サイ、[セイ];とし;"sai, [sei]";"year, age; time; occasion; opportunity; limit; vicinity ";-;-;sai;sei;;;;;zai;sai;;;;;
458;掘;7;クツ、ほ-る;;kutsu;"dig, delve; core; excavate; sink (wells); dig up; scoop out; pick (the ear); probe";ho(ru);"dig, delve; core; excavate; sink (wells); dig up; scoop out; pick (the ear); probe";kuQ;ho;;;;;kutu;;;;;;
714;載;7;サイ、の-せる、の-る;;sai;"ride, board, mount; get up on; spread (paints); be taken in; share in, join; be found in (a dictionary); feel like doing; be mentioned in; be in harmony with ";"no(seru), no(ru)";"ride, board, mount; get up on; spread (paints); be taken in; share in, join; be found in (a dictionary); feel like doing; be mentioned in; be in harmony with. place, put, lay, set; let (one) take part; impose on; record, mention ";;;;;;;sai;zai;;;;;
970;昇;7;ショウ、のぼ-る;;shoo;"rise, ascend, go up, climb; go to (the capital); add up to; be promoted; advance (in price); sail up; come up (on the agenda) ";nobo(ru);"rise, ascend, go up, climb; go to (the capital); add up to; be promoted; advance (in price); sail up; come up (on the agenda) ";syoo;;;;;;syoo;;;;;;
1482;殿;7;デン、テン、との、どの;しんがり;"den, 	ten";"hall, mansion, palace, temple, rear guard ";"tono, dono";"mister. lord; mansion, place. Mr. ";den;tono;ten;;;;den;ten;tono;dono;;;
1994;妖;7;ヨウ、あや-しい;;yoo;"attractive, bewitching; calamity";aya(shii);"attractive, bewitching; calamity";yoo;;;;;;yoo;;;;;;
203;慨;7;ガイ;;gai;"be sad";-;-;gai;;;;;;gai;;;;;;
459;窟;7;クツ;;kutsu;cavern;-;-;;;;;;;kutu;;;;;;
204;蓋;7;ガイ、ふた;かさ;gai;cover;futa;"cover, lid, flap, hood";gai;huta;;;;;kasa;gai;buta;;;;
460;熊;7;くま;ユウ;-;-;kuma;bear;kuma;;;;;;guma;kuma;;;;;
716;埼;7;[さい];さき、ざき;-;-;[sai];"cape, used for the name of prefecture, 'Saitama'";;;;;;;;;;;;;
972;沼;7;ショウ、ぬま;;shoo;"swamp, lake";numa;"swamp, bog, pond, lake";numa;syoo;;;;;numa;syoo;;;;;
1228;捜;7;ソウ、さが-す;;soo;"search, look for, locate; glean";saga(su);"search, look for, locate; glean";soo;;;;;;soo;;;;;;
1484;斗;7;ト;;to;"ten sho (1 to = 4.8 gallons (U.S.)= 18 liters); a one-to measure; sake ladle; the Big Dipper";-;-;to;;;;;;to;;;;;;
205;該;7;ガイ;;gai;"the said";-;-;gai;;;;;;gai;;;;;;
461;繰;7;く-る;;-;-;ku(ru);"reel (thread); wind; gin (cotton); spin; turn (pages); look up (a word, etc.); refer to; count (the days); open (shutters)";ku;;;;;;;;;;;;
1229;挿;7;ソウ、さ-す;;soo;"insert, put in; graft (a branch); wear (a sword); carry (in the belt)";sa(su);"insert, put in; graft (a branch); wear (a sword); carry (in the belt)";soo;sa;;;;;;;;;;;
1485;吐;7;ト、は-く;;to;"disgorge, vomit; belch, emit; give vent to; confess; tell (lies), speak ";ha(ku);"disgorge, vomit; belch, emit; give vent to; confess; tell (lies), speak ";to;ha;;;;;to;;;;;;
1741;扶;7;フ;;fu;"help; save, rescue; give relief to; spare (life); reinforce; promote; abet";-;-;hu;;;;;;;;;;;;
206;概;7;ガイ;おおむ;gai;"approximation; condition, situation";-;-;gai;;;;;;gai;;;;;;
974;宵;7;ショウ、よい;;shoo;"evening, early night hours";yoi;"evening, early night hours";yoi;;;;;;syoo;;;;;;
1230;桑;7;ソウ、くわ;;soo;mulberry;kuwa;mulberry;soo;kuwa;;;;;soo;;;;;;
1486;妬;7;ト、ねた-む;;to;"be jealous of, be envious of";neta(mu);"be jealous of, be envious of";;;;;;;to;;;;;;
1998;庸;7;ヨウ;つね;yoo;"ordinary; tax paid in labor; employment";-;-;;;;;;;yoo;;;;;;
207;骸;7;ガイ;むくろ;gai;"bone, body";-;-;gai;;;;;;gai;;;;;;
719;剤;7;ザイ;;zai;"medicine, drug, dose";-;-;;;;;;;zai;;;;;;
1743;怖;7;フ、こわ-い;;fu;"fear, be frightened; be timid; get nervous ";kowa(i);"fearful, frightful, terrible, weird ";;;;;;;hu;;;;;;
1999;揚;7;ヨウ、あ-げる、あ-がる;;yoo;praise;"a(geru), a(garu)";"rise, go up; climb up; advance, appreciate; be promoted; improve; enter, call on; be offered; accrue; be finished; (expenses) come to; go bankrupt; begin spinning (cocoons); be caught; get ruffled; eat, drink; die; weaken (as a battery); let up (rain). raise, elevate; fly (kites); praise; increase, advance; promote, vomit; usher in, admit; send (to school); offer; present, leave with; finish; arrange (expenses); observe, perform; quote, mention, give (examples); bear (a child); improve (talents); do up (the hair); arrest; engage; fry; (rains) stop; fry in deep fat ";yoo;a;;;;;yoo;a;;;;;
208;垣;7;かき;;-;-;kaki;"fence, hedge, wall";kaki;;;;;;gaki;;;;;;
464;勲;7;クン;いさお;kun;"merit, order of merit";-;-;kun;;;;;;kun;;;;;;
1232;掃;7;ソウ、は-く;;soo;"sweep; brush; gather up";ha(ku);"sweep; brush; gather up";soo;;;;;;soo;;;;;;
1488;途;7;ト;ズ;to;"way, road";-;-;to;;;;;;to;zu;do;;;;
1744;阜;7;[フ];おか;[fu];"hill; mound";-;-;;;;;;;;;;;;;
2000;揺;7;ヨウ、ゆ-れる、ゆ-る、ゆ-らぐ、ゆ-るぐ、ゆ-する、ゆ-さぶる、ゆ-すぶる;;yoo;"shake, sway, rock, roll, pitch, tremble, quake, flicker, vibrate, jolt";"yu(reru), yu(ru), yu(ragu), yu(rugu), yu(suru), yu(saburu), yu(suburu)";"shake, sway, rock, roll, pitch, tremble, quake, flicker, vibrate, jolt. swing, shake ";yoo;;;;;;yoo;;;;;;
209;柿;7;かき;シ;-;-;kaki;persimmon;kaki;;;;;;gaki;si;;;;;
465;薫;7;クン、かお-る;;kun;"send forth fragrance, be scented, impregnate with";kao(ru);"smell, be fragrant";kun;;;;;;;;;;;;
977;症;7;ショウ;;shoo;"illness; condition of a patient; nature of a disease, symptoms";-;-;syoo;;;;;;syoo;;;;;;
1233;曹;7;ソウ;;soo;friend;-;-;soo;;;;;;soo;;;;;;
1745;附;7;フ;つ、づ;fu;"give to, submit to, refer to; affix, attach, append ";-;-;hu;;;;;;hu;;;;;;
722;崎;7;さき;キ;-;-;saki;"cape, spit, promontory";;;;;;;;;;;;;
978;祥;7;ショウ;;shoo;happiness;-;-;syoo;;;;;;syoo;;;;;;
1234;曽;7;ソウ、[ゾ];ソ;"soo, [zo]";"once, before, formerly; ever, never(neg.); former, ex-";-;-;;;;;;;;;;;;;
1490;渡;7;ト、わた-る、わた-す;;to;"cross, ford, ferry; be imported; change hands; make one's way through life; sweep across; migrate; be provided ";"wata(ru), wata(su)";"cross, ford, ferry; be imported; change hands; make one's way through life; sweep across; migrate; be provided. carry across, ferry over, bring over; hand over, deliver; deal (cards); transfer (a business); pay (wages); bridge; stretch (something) across; lay across ";to;wata;;;;;to;;;;;;
1746;訃;7;フ;;fu;"obituary, report of a death";-;-;hu;;;;;;;;;;;;
979;称;7;ショウ;とな、たた;shoo;"name, title; fame; praise";-;-;syoo;;;;;;syoo;;;;;;
1235;爽;7;ソウ、さわ-やか;;soo;"refreshing, bracing; clear, resonant, sweet(voice); fluent";sawa(yaka);"refreshing, bracing; clear, resonant, sweet(voice); fluent";soo;;;;;;soo;;;;;;
1491;塗;7;ト、ぬ-る;まみ;to;"paint; plaster; daub, lacquer ";nu(ru);"paint; plaster; daub, lacquer ";to;;;;;;to;nu;;;;;
2003;溶;7;ヨウ、と-ける、と-かす、と-く;;yoo;"melt, dissolve, thaw";"to(keru), to(kasu), to(ku)";"melt, dissolve, thaw. liquefy, melt";yoo;;;;;;;;;;;;
724;削;7;サク、けず-る;;saku;"plane, sharpen, whittle, pare, shave (leather); scrape off; cross out; reduce, curtail ";kezu(ru);"plane, sharpen, whittle, pare, shave (leather); scrape off; cross out; reduce, curtail ";saku;;;;;;saku;;;;;;
1492;賭;7;ト、か-ける;;to;gambling;ka(keru);"wager, place a bet";to;ka;;;;;;;;;;;
1748;赴;7;フ、おもむ-く;;fu;"proceed to; get, become, tend toward";omomu(ku);"proceed to; get, become, tend toward";hu;;;;;;;;;;;;
2004;腰;7;ヨウ、こし;;yoo;"hips, waist, loins, pelvic region; small of the back; haunch; lower-panel wainscoting (lower wall only); stem (of a wine glass) ";koshi;"hips, waist, loins, pelvic region; small of the back; haunch; lower-panel wainscoting (lower wall only); stem (of a wine glass) ";yoo;kosi;;;;;gosi;kosi;yoo;;;;
1749;浮;7;フ、う-く、う-かれる、う-かぶ、う-かべる;;fu;"float, be floated, rise to the surface; be cheered up; be set on edge, feel loose (teeth); be left over, be saved ";"u(ku), u(kareru), u(kabu), u(kaberu)";"float, be floated, rise to the surface; be cheered up; be set on edge, feel loose (teeth); be left over, be saved. launch, sail (a toy ship), refloat; waft; express (feelings in the face); recall. surface; flit across (the face), occur to; play (about the lips, as a smile); rise in the world; rest in peace. be in high spirits, go on a spree ";hu;u;;;;;;;;;;;
470;刑;7;ケイ;ギョウ;kei;"penalty, sentence, punishment";-;-;kei;;;;;;kei;;;;;;
726;柵;7;サク;しがらみ;saku;"stockade, fence, palisade";-;-;;;;;;;saku;;;;;;
1238;喪;7;ソウ、も;うしな;soo;mourning;mo;mourning;mo;soo;;;;;mo;soo;;;;;
1494;奴;7;ド;ヌ、やっこ、やつ;do;"manservant, slave; fellow";-;-;do;nu;yatu;yakko;;;do;yakko;;;;;
2006;瘍;7;ヨウ;;yoo;"boil, carbuncle";-;-;;;;;;;yoo;;;;;;
215;核;7;カク;;kaku;"nucleus, core, seed, kernel";-;-;kaku;kaQ;;;;;kaku;;;;;;
727;索;7;サク;;saku;"rope, cord ";-;-;saku;;;;;;saku;;;;;;
983;渉;7;ショウ;わた;shoo;"cross, ford, ferry; be imported; change hands; make one's way through life; sweep across; migrate; be provided";-;-;syoo;;;;;;syoo;;;;;;
1239;痩;7;ソウ、や-せる;;soo;"get thin";ya(seru);"get thin";soo;;;;;;;;;;;;
1751;符;7;フ;;fu;"sign, mark, tally; charm, amulet";-;-;hu;;;;;;pu;hu;;;;;
2007;踊;7;ヨウ、おど-る、おど-り;;yoo;"dance; leap, skip; throb (the heart); act as a cat's-paw; double (the interest on a debt)";"odo(ru), odo(ri)";"dance; leap, skip; throb (the heart); act as a cat's-paw; double (the interest on a debt). dancing; step";odo;;;;;;yoo;;;;;;
216;殻;7;カク、から;;kaku;"husk, hull, nutshell; cast-off skin; tofu refuse; corpse; earth's crust";kara;"husk, hull, nutshell; cast-off skin; tofu refuse; corpse; earth's crust";;;;;;;kaku;gara;;;;;
1240;葬;7;ソウ、ほうむ-る;;soo;"bury, shelve";hoomu(ru);"bury, shelve";soo;;;;;;soo;;;;;;
2008;窯;7;ヨウ、かま;;yoo;"kiln, oven, furnace, stove";kama;"kiln, oven, furnace, stove";yoo;kama;;;;;gama;;;;;;
217;郭;7;カク;くるわ;kaku;"enclosure; quarters";-;-;kaQ;;;;;;kaku;;;;;;
729;酢;7;サク、す;;saku;vinegar;su;vinegar;saku;su;;;;;zu;saku;;;;;
985;紹;7;ショウ;;shoo;"inherit, help";-;-;syoo;;;;;;;;;;;;
1497;怒;7;ド、いか-る、おこ-る;ヌ;do;"become angry, be offended, become excited ";"ika(ru), oko(ru)";"become angry, be offended, become excited";do;;;;;;do;nu;;;;;
1753;普;7;フ;あまね;fu;"widely, generally";-;-;hu;;;;;;;;;;;;
474;茎;7;ケイ、くき;;kei;"stem, stalk";kuki;"stem, stalk";kei;;;;;;kei;guki;;;;;
730;搾;7;サク、しぼ-る;;saku;"wring, squeeze, press, extract; milk; close tight; extort; scold ";shibo(ru);"wring, squeeze, press, extract; milk; close tight; extort; scold ";saku;;;;;;saku;;;;;;
986;訟;7;ショウ;;shoo;accuse;-;-;;;;;;;syoo;;;;;;
1242;僧;7;ソウ;;soo;"monk, priest";-;-;soo;;;;;;soo;zoo;;;;;
1754;腐;7;フ、くさ-る、くさ-れる、くさ-らす;;fu;"rot, decay; turn sour; fester; corrode; be corrupted; feel gloomy ";"kusa(ru), kusa(reru), kusa(rasu)";"rot, decay; turn sour; fester; corrode; be corrupted; feel gloomy. let spoil, rot, corrode, addle ";hu;;;;;;hu;pu;;;;;
2010;擁;7;ヨウ;;yoo;"embrace, hug; possess; protect; lead ";-;-;yoo;;;;;;yoo;;;;;;
219;較;7;カク;コウ、くら;kaku;"compare, balance, contrast";-;-;koo;kaku;;;;;kaku;;;;;;
731;錯;7;サク;;saku;"mix, be in discorder";-;-;saku;saQ;;;;;saku;;;;;;
1755;敷;7;フ、し-く;;fu;"spread; pave; sit (on a cushion); lay (a railway); gravel (a road); promulgate; draw up";shi(ku);"spread; pave; sit (on a cushion); lay (a railway); gravel (a road); promulgate; draw up";si;hu;;;;;si;zi;;;;;
2011;謡;7;ヨウ、うたい、うた-う;;yoo;chant;"utai, uta(u)";"chanting of the noh; chant; noh singer";yoo;;;;;;yoo;utai;;;;;
220;隔;7;カク、へだ-てる、へだ-たる;;kaku;"distance, every other, alternate ";"heda(teru), heda(taru)";"separate, interpose; screen, shield; estrange; be distant from, be separated from, become estranged";kaku;;;;;;kaku;;;;;;
732;咲;7;さ-く;;-;-;sa(ku);"bloom, blossom";;;;;;;;;;;;;
988;掌;7;ショウ;たなごころ;shoo;"rule, administer, conduct";-;-;syoo;;;;;;syoo;;;;;;
1756;膚;7;フ;はだ;fu;"skin, body; grain, texture; disposition";-;-;;;;;;;hu;pu;;;;;
477;契;7;ケイ、ちぎ-る;;kei;"pledge, vow, swear, promise";chigi(ru);"pledge, vow, swear, promise";kei;;;;;;kei;;;;;;
989;晶;7;ショウ;あき;shoo;"clear, crystal";-;-;;;;;;;syoo;;;;;;
1757;賦;7;フ;;fu;"ode, prose poem, poetical prose; tribute, exacted service; installment ";-;-;hu;;;;;;pu;;;;;;
2013;抑;7;ヨク、おさ-える;そもそも;yoku;"stop, check, restrain, pin down; suppress, subdue, control; catch, arrest; govern; stop (the ears); withhold; attach, seize; secure (evidence), estimate conservatively ";osa(eru);"stop, check, restrain, pin down; suppress, subdue, control; catch, arrest; govern; stop (the ears); withhold; attach, seize; secure (evidence), estimate conservatively ";yoku;;;;;;yoku;;;;;;
1246;遭;7;ソウ、あ-う;;soo;"meet, interview";a(u);"meet, interview";soo;;;;;;;;;;;;
1758;譜;7;フ;;fu;"music, note, staff, score; album, record, table; genealogy";-;-;hu;;;;;;hu;pu;;;;;
2014;沃;7;ヨク;;yoku;"pour; fertility";-;-;yoku;;;;;;yoku;;;;;;
223;獲;7;カク、え-る;;kaku;"get, acquire, find, earn, win, gain, receive; can, be able to, may; commit (sin)";e(ru);"get, acquire, find, earn, win, gain, receive; can, be able to, may; commit (sin)";kaku;e;;;;;kaku;;;;;;
479;恵;7;ケイ、エ、めぐ-む;;"kei, 	e";"blessing, grace, favor; kindness, mercy, benevolence, charity";megu(mu);"bless; show mercy to, render benevolence to";e;kei;;;;;e;kei;;;;;
991;焦;7;ショウ、こ-げる、こ-がす、こ-がれる、あせ-る;;shoo;"burn, scorch, singe, char";"ko(geru), ko(gasu), ko(gareru), ase(ru)";"burn, scorch, singe, char. pine for. yearn for; be deeply in love with; be scorched. be in a hurry, be hasty, be impatient, be overzealous ";syoo;;;;;;;;;;;;
1247;槽;7;ソウ;;soo;"tub, tank, vat";-;-;;;;;;;soo;;;;;;
1759;侮;7;ブ、あなど-る;;bu;"despise, make light of";anado(ru);"despise, make light of";bu;;;;;;bu;;;;;;
224;嚇;7;カク;;kaku;"threaten; frighten; intimidate";-;-;;;;;;;kaku;;;;;;
480;啓;7;ケイ;;kei;"open, say";-;-;kei;;;;;;kei;;;;;;
736;刹;7;サツ、セツ;;"satsu, setsu";temple;-;-;setu;;;;;;satu;setu;;;;;
992;硝;7;ショウ;;shoo;saltpeter;-;-;syoo;;;;;;;;;;;;
1248;踪;7;ソウ;;soo;"remains (of something); clue, footprint";-;-;;;;;;;soo;;;;;;
225;穫;7;カク;か;kaku;"harvest, reap";-;-;;;;;;;kaku;;;;;;
481;掲;7;ケイ、かか-げる;;kei;"put up, hang out, hoist, display; publish, insert; describe; mention";kaka(geru);"put up, hang out, hoist, display; publish, insert; describe; mention";kei;;;;;;kei;;;;;;
737;拶;7;サツ;;satsu;"be imminent";-;-;;;;;;;satu;;;;;;
993;粧;7;ショウ;よそお;shoo;"adorn (one's person)";-;-;;;;;;;syoo;;;;;;
1505;到;7;トウ;いた;too;"go, proceed, come; arrive, reach, attain; result in, lead to ";-;-;too;;;;;;too;;;;;;
482;渓;7;ケイ;ケ、たに;kei;valley;-;-;kei;;;;;;kei;;;;;;
