id;Kanji;Grade;"Reading within Joyo";"Reading beyond Joyo";"On within Joyo";"Translation of On";"Kun within Joyo";"Translation of Kun";Left1sound;Left2sound;Left3sound;Left4sound;Left5sound;Left6sound;Right1sound;Right2sound;Right3sound;Right4sound;Right5sound;Right6sound;Right7sound
1543;働;4;ドウ、はたら-く;;doo;"work, labor; do, act, commit, practice; work on; come into play; be conjugated; reduce the price ";hatara(ku);"work, labor; do, act, commit, practice; work on; come into play; be conjugated; reduce the price ";;;;;;;doo;;;;;;
13;案;4;アン;;an;"proposition, suggestion, plan, idea; opinion; expectation; bill, draft, measure; table";-;-;an;;;;;;an;;;;;;
1549;特;4;トク;;toku;special;-;-;toku;toQ;;;;;toku;;;;;;
1805;別;4;ベツ、わか-れる;;betsu;"divide, split, separate; isolate; distribute, share; distinguish; spare ";waka(reru);"branch off, diverge from, fork; split; be divided; part with; be divorced; bid farewell; break up, disperse, scatter ";beQ;betu;;;;;betu;;;;;;
1550;得;4;トク、え-る、う-る;;toku;"profit, advantage, benefit";"e(ru), u(ru)";"get, acquire, acquire, find, earn, win, gain, receive; can, be able to, may; commit (sin) ";toku;e;;;;;toku;e;;;;;
2062;良;4;リョウ、よ-い;ロウ;ryoo;"good, fine";yo(i);"good, good-natured; pleasing; precious, noble; lovely, beautiful, fine; lucky; efficacious; right; suitable; justifiable; appropriate, satisfactory; better; all right; unnecessary; no objection; intimate, friendly; easy; well; desirous ";ryoo;;;;;;ryoo;;;;;;
15;以;4;イ;もち、ゆえ、も;i;"with, by, by means of; because; in view of";-;-;i;;;;;;yue;;;;;;
527;健;4;ケン、すこ-やか;たけ;ken;"health, strength; stick-to-itiveness";suko(yaka);"vigorous, healthy, sound";ken;;;;;;ken;;;;;;
2063;料;4;リョウ;;ryoo;"charge, rate, fee; allowance; materials; measuring";-;-;ryoo;;;;;;ryoo;;;;;;
16;衣;4;イ、ころも;エ、きぬ、き、ぎぬ、ぎ;i;garment;koromo;"clothes, robe; dressing; frosting; coating";i;e;koromo;;;;i;koromo;goromo;e;gi;ginu;
1808;辺;4;ヘン、あた-り、べ;ふち、は、へ;hen;"side; boundary, border; beach; region, district, rural areas; vicinity; approximation ";"ata(ri), be";vicinity;hen;;;;;;hen;be;pen;;;;
17;位;4;イ、くらい;;i;"rank, place, grade";kurai;"grade, rank; court order, dignity, nobility; situation; throne, crown";i;;;;;;i;gurai;;;;;
18;囲;4;イ、かこ-む、かこ-う;;i;enclosure;"kako(mu), kako(u)";"enclose, surround, encircle; besiege; preserve, store; keep";i;;;;;;i;;;;;;
1554;毒;4;ドク;;doku;"poison; virus, venom, germ, toxin; harm, injury; malice, spite";-;-;doku;;;;;;doku;;;;;;
1810;変;4;ヘン、か-わる、か-える;;hen;"change; accident, calamity; uprising; something strange ";"ka(waru), ka(eru)";"change, vary; be revised; be different; be queer; move; be transferred. vary convert; revise, amend ";hen;;;;;;hen;pen;;;;;
2067;量;4;リョウ、はか-る;;ryoo;"quantity, amount, volume; magnanimity; a measure ";haka(ru);"measure, gauge, weigh; fathom, sound; compute, estimate";ryoo;;;;;;ryoo;;;;;;
1044;臣;4;シン、ジン;おみ;"shin, 	jin";"retainer, subject";-;-;sin;;;;;;zin;sin;;;;;
1301;帯;4;タイ、お-びる、おび;;tai;"belt; zone";"o(biru), obi";"belt, sash, girdle, band; belting. wear (at the belt), carry, be armed with; be entrusted with; assume, take on (the character of), be tinged with; gird up (one’s loins)";tai;obi;;;;;tai;obi;;;;;
278;管;4;カン、くだ;;kan;"pipe, tube; (brush) holder; wind instrument";kuda;"pipe, tube; drunken talk";kan;;;;;;kan;kuda;;;;;
279;関;4;カン、せき、かか-わる;;kan;"barrier, gateway";"seki, kaka(waru)";"concern oneself in, have to do with; affect, influence; stick to (opinions); barrier, checking station";kan;seki;;;;;kan;zeki;;;;;
1815;便;4;ベン、ビン、たよ-り;;"ben, 	bin";"convenience, facility; excreta, stools; evacuation. chance; mail, letter ";tayo(ri);"news, tidings; connection ";ben;bin;;;;;bin;ben;;;;;
25;胃;4;イ;;i;"stomach; paunch, crop, craw";-;-;i;;;;;;;;;;;;
1049;信;4;シン;の;shin;"truth; faith, fidelity, sincerity; trust, confidence, reliance ";-;-;sin;;;;;;sin;;;;;;
1308;隊;4;タイ;;tai;"party, company, corps, squad, crew, band, posse, force, unit";-;-;tai;;;;;;tai;;;;;;
797;試;4;シ、こころ-みる、ため-す;;shi;testing;"kokoro(miru), tame(su)";"try, attempt. experiment, test, sample ";si;;;;;;si;;;;;;
543;験;4;ケン、[ゲン];しるし;"ken, [gen]";"effect; testing. beneficial effect (of austerities)";-;-;;;;;;;ken;;;;;;
2079;輪;4;リン、わ;;rin;"ring, circle; wheel; corolla; wheel counter ";wa;"circle, ring, link, wheel, hoop, loop ";rin;;;;;;rin;wa;;;;;
288;観;4;カン;み;kan;"look, appearance; spectacle; condition; view, outlook";-;-;kan;;;;;;kan;;;;;;
1830;包;4;ホウ、つつ-む;;hoo;"wrap, pack up; cover with; dress in; conceal ";tsutsu(mu);"wrap, pack up; cover with; dress in; conceal ";hoo;;;;;;tu;hoo;poo;;;;
2086;類;4;ルイ、たぐ-い;;rui;"kind, variety, class, genus; description; parallel case, an equal. resembling";tagu(i);"kind, sort, class; match, equal";rui;;;;;;rui;;;;;;
2087;令;4;レイ;リョウ;rei;"order, command; ordinance, law, decree";-;-;rei;;;;;;rei;ryoo;;;;;
2089;冷;4;レイ、つめ-たい、ひ-える、ひ-や、ひ-やす、ひ-やかす、さ-める、さ-ます;;rei;"cold, cool ";"tsume(tai), hi(eru), hi(ya), hi(yasu), hi(yakasu), sa(meru), sa(masu)";"cool down, grow cold; feel chilly. cool, refrigerate. cool (in water or ice); banter, make fun, speak playfully, tease; window-shop, look in at a shop. get cold; abate, subside; dampen, cool down (interest); come down (interest, enthusiasm, etc.), let cool; throw a damper on, spoil. cold drinking water. cold, chilly, icy, freezing; cold hearted ";rei;hi;;;;;rei;;;;;;
300;願;4;ガン、ねが-う;;gan;"prayer, petition, vow";nega(u);"desire, wish, hope; beg, implore";gan;;;;;;gan;;;;;;
2092;例;4;レイ、たと-える;;rei;"custom, usage, precedent; case, example, parallel, illustration ";tato(eru);"compare to, speak figuratively, illustrate ";rei;;;;;;rei;;;;;;
813;児;4;ジ、[ニ];こ、ご;"ji, [ni]";child;-;-;zi;;;;;;zi;ni;go;;;;
1837;法;4;ホウ、[ハッ]、[ホッ];のっと、のり;"hoo, [haQ], [hoQ]";"law, rule, principle; legislation, regulation; code; method, way, model, manner, system, process, art, technique; rites, religion, doctrine; reason; mood (of verbs) ";-;-;hoo;hoQ;haQ;;;;hoo;poo;boo;nori;;;
47;印;4;イン、しるし;;in;"seal, stamp, mark";shirushi;"sign, mark; symbol, emblem; badge; evidence; souvenir; token; brand, trademark; signs, indications; omen; seal";in;;;;;;in;zirusi;;;;;
816;治;4;ジ、チ、おさ-める、おさ-まる、なお-る、なお-す;;"chi, 	ji";"peace; government. cure, heal; rule; conserve (resources). govern, manage, regulate; quell, subdue; patch up; heal";"osa(meru), osa(maru), nao(ru), nao(su)";"govern, manage, regulate; quell, subdue; patch up; heal. be at peace; calm down; be settled, be ruled. be mended; get well; be restored; return to normal; be installed (as a legal wife); change (from third to second class). mend, repair, put in order, reform, correct; revise, amend; re-do, alter; cure; restore; adjust, regulate; convert (money) ";ti;;;;;;zi;ti;;;;;
1328;達;4;タツ;ダチ、ダッ;tatsu;"reach, arrive at, attain; amount to; become expert, be versed in; accomplish; notify";-;-;taQ;tatu;;;;;tatu;dati;datu;;;;
561;固;4;コ、かた-める、かた-まる、かた-い;;ko;"harden, stiffen, solidify, set, settle, congeal, clot, curdle, conglomerate; get together; be devoted to; settle down (weather) ";"kata(meru), kata(maru), kata(i)";"harden; tighten; freeze; curdle; strengthen; stabilize; defend, fortify; collect, amass; settle down, locate. stiffen, solidify, set, settle, congeal, clot, conglomerate; get together; be devoted to; hard, solid; tough, rigid; tight; steady, firm; strict; safe, reliable, upright; chaste, sonstant; stiff; bookish; classical; stubborn";ko;kata;;;;;ko;go;;;;;
307;希;4;キ;ケ、こいねが、まれ;ki;Greece;-;-;ki;ke;;;;;ki;;;;;;
2100;歴;4;レキ;へ;reki;"history; continuation; passing (of time)";-;-;reki;;;;;;reki;;;;;;
821;辞;4;ジ、や-める;;ji;"word, term, expression; sentence; an address";ya(meru);resign;zi;;;;;;zi;;;;;;
312;季;4;キ;すえ;ki;season;-;-;ki;;;;;;ki;;;;;;
1336;単;4;タン;ひとえ;tan;"one, single, simple, singular, individual";-;-;tan;;;;;;tan;;;;;;
1592;熱;4;ネツ、あつ-い;;netsu;"heat, warmth; temperature; fever; mania, fad; enthusiasm; passion ";atsu(i);hot;neQ;netu;atu;;;;netu;atu;;;;;
313;紀;4;キ;おさ、のり;ki;"account, narrative, history, annals, geological period";-;-;ki;;;;;;ki;;;;;;
1594;念;4;ネン;;nen;"sense, idea, thought; feeling; desire; concern, attention, care ";-;-;nen;;;;;;nen;;;;;;
2106;連;4;レン、つら-なる、つら-ねる、つ-れる;;ren;"ream; set; party, company, gang, clique; series counter ";"tsura(naru), tsura(neru), tsu(reru)";"range, be connected with, join; stand in a row; attend; join one's people (in death). put in a row. take (someone) along";ren;tu;;;;;ren;;;;;;
831;失;4;シツ、うしな-う;;shitsu;"error; fault; disadvantage; loss; demerit";ushina(u);"lose, miss (a chance)";siQ;situ;;;;;situ;;;;;;
2115;老;4;ロウ、お-いる、ふ-ける;;roo;"aging, old age, old people";"o(iru), fu(keru)";"grow old";roo;;;;;;roo;;;;;;
2116;労;4;ロウ;いたわ、ねぎら;roo;"labor, toil, trouble";-;-;roo;;;;;;roo;;;;;;
325;喜;4;キ、よろこ-ぶ;;ki;"rejoice, be glad, be pleased";yoroko(bu);"rejoice, be glad, be pleased";ki;;;;;;ki;;;;;;
70;英;4;エイ;はなぶさ、はな;ei;"England, Britain; gifted person; wit";-;-;ei;;;;;;ei;;;;;;
72;栄;4;エイ、さか-える、は-え、は-える;ヨウ;ei;"prosperity, glory, splendor, honor";"saka(eru), ha(e), ha(eru)";"prosper, flourish, thrive; glory; shine, be brilliant; look attractive";ei;;;;;;ei;;;;;;
1865;望;4;ボウ、モウ、のぞ-む;もち;"boo, 	moo";"full moon; hope";nozo(mu);"desire; aspire to; expect, hope for; like, choose; see, command (a view of)";boo;moti;;;;;boo;moo;;;;;
333;旗;4;キ、はた;;ki;"flag, banner, standard, ensign, pennant, streamer";hata;"flag, banner, standard, ensign, pennant, streamer";hata;ki;;;;;ki;hata;bata;;;;
334;器;4;キ、うつわ;;ki;"container; utensil, instrument, tool, apparatus; set; ability";utsuwa;"vessel, receptacle, utensil, implement, instrument; capacity, ability";ki;;;;;;ki;gi;;;;;
2126;録;4;ロク;;roku;record;-;-;roku;;;;;;roku;;;;;;
592;功;4;コウ、[ク];いさお;"koo, [ku]";"merits, meritorious deeds; success; credit, honor; effect; class (in court orders)";-;-;koo;ku;;;;;koo;;;;;;
337;機;4;キ、はた;;ki;"opportunity; occasion, time; machine, airplane";hata;loom;ki;hata;;;;;ki;;;;;;
1619;敗;4;ハイ、やぶ-れる;;hai;"defeat, reversal";yabu(reru);"be defeated";hai;;;;;;pai;hai;bai;;;;
1108;成;4;セイ、[ジョウ]、な-る、な-す;;"sei, [joo]";"become, get or grow (old), form (a part of); set in, come (time or seasons); turn into; be reduced to; consist of; be accomplished; result in; prove (fatal); amount to; play the part of; elapse; reach (a certain age); bear, stand; be promoted; be pleased to ";"na(ru), na(su)";"become, get or grow (old), form (a part of); set in, come (time or seasons); turn into; be reduced to; consist of; be accomplished; result in; prove (fatal); amount to; play the part of; elapse; reach (a certain age); bear, stand; be promoted; be pleased to. do, perform, accomplish; form, make";sei;zyoo;na;;;;sei;na;;;;;
1364;置;4;チ、お-く;;chi;"place, put, set, deposit, lay; leave behind; keep, have, leave; establish; employ; appoint; post, station; pawn; skip (one day). be formed (dew)";o(ku);"place, put, set, deposit, lay; leave behind; keep, have, leave; establish; employ; appoint; post, station; pawn; skip (one day). be formed (dew)";o;ti;;;;;ti;o;;;;;
1878;牧;4;ボク、まき;モク、か、が;boku;"care for, shepherd, feed";maki;pasture;boku;boQ;;;;;boku;;;;;;
600;好;4;コウ、この-む、す-く;よしみ、よ;koo;"like, be fond of";"kono(mu), su(ku)";"like, be fond of. Love";koo;;;;;;koo;goo;;;;;
856;借;4;シャク、か-りる;;shaku;borrowing;ka(riru);"borrow; have a loan; hire, rent ";syaQ;syaku;ka;;;;syaku;;;;;;
1624;梅;4;バイ、うめ;メ;bai;"plum, plum tree";ume;"plum, plum tree";ume;bai;;;;;ume;bai;;;;;
349;議;4;ギ;;gi;"consultation, deliberation, debate; consideration, proposal, suggestion";-;-;gi;;;;;;gi;;;;;;
1120;省;4;セイ、ショウ、かえり-みる、はぶ-く;;"sei, 	shoo";"ministry, department; province (in China)";"kaeri(miru), habu(ku)";"look back; turn around, look back upon, review; examine oneself; take notice of. omit, eliminate; curtail, economize";syoo;sei;;;;;syoo;sei;;;;;
1377;仲;4;チュウ、なか;;chuu;"relation, relationship";naka;"relation, relationship";naka;tyuu;;;;;naka;tyuu;;;;;
1123;清;4;セイ、[ショウ]、きよ-い、きよ-まる、きよ-める;シン、すず、す;"sei, [shoo]";"China, Manchu (dynasty)";"kiyo(i), kiyo(maru), kiyo(meru)";"purify, cleanse; consecrate; exorcise. be purified, be cleaned. clean, clear; pure, innocent; noble ";sei;kiyo;suzu;;;;sei;;;;;;
100;塩;4;エン、しお;;en;salt;shio;"salt, seasoning";en;sio;;;;;en;sio;zio;;;;
1637;博;4;ハク、[バク];ひろ;"haku, [baku]";"command esteem, win acclaim; gain, receive. doctor, PhD; exposition, fair, exhibition";-;-;haku;baku;;;;;paku;baku;haku;;;;
874;種;4;シュ、たね;;shu;"kind, class, variety; seed; species";tane;"seed, kernel; kind, species; quality, tone; material; breed; topic; cause, source; trick; data; inside story; secret; leaven";syu;tane;;;;;syu;dane;zyu;tane;;;
1133;静;4;セイ、[ジョウ]、しず、しず-か、しず-まる、しず-める;;"sei, [joo]";"quiet, peace, inactivity";"shizu, shizu(ka), shizu(maru), shizu(meru)";"get quiet, calm down, grow still; subside, die down, be suppressed. calm, pacify; soothe, alleviate; appease; suppress, quell. quiet, still, silent; placid; serene, peaceful; soft (rain); gentle (voice); graceful; slow (walk); deserted";sei;zyoo;sizu;;;;sei;;;;;;
622;候;4;コウ、そうろう;そうろ;koo;"season, weather";sooroo;"classical verbal ending equivalent to colloquial";koo;sooroo;;;;;koo;sooroo;;;;;
1391;貯;4;チョ;たくわ;cho;"store, lay in stock, save, keep, wear (a mustache)";-;-;tyo;;;;;;tyo;;;;;;
1904;末;4;マツ、バツ、すえ;;"matsu, 	batsu";"end; powder";sue;"end, close; tip, top; the future; posterity; youngest child ";maQ;matu;sue;baQ;batu;;matu;sue;zue;;;;
369;求;4;キュウ、もと-める;グ;kyuu;"want, wish for, request, demand; seek, search for; pursue (pleasure); hunt (a job); buy";moto(meru);"want, wish for, request, demand; seek, search for; pursue (pleasure); hunt (a job); buy";kyuu;gyuu;;;;;kyuu;gu;;;;;
625;航;4;コウ;;koo;"navigation; cross over";-;-;koo;;;;;;koo;;;;;;
371;泣;4;キュウ、な-く;;kyuu;"cry, weep, wail, moan";na(ku);"cry, weep, wail, moan";kyuu;;;;;;kyuu;;;;;;
1395;兆;4;チョウ、きざ-す、きざ-し;;choo;"sign, omen, indication, portent; trillion";"kiza(su), kiza(shi)";"show a signs or symptoms of. signs, omen, symptoms";tyoo;;;;;;tyoo;;;;;;
1907;満;4;マン、み-ちる、み-たす;;man;"fullness, enough; pride. full, fully, fulfillment; a full (year); a full (five years) ";"mi(chiru), mi(tasu)";"be full; rise (tides); mature, expire. fill; supply, make good; satisfy, appease, answer (the need), meet (the demand) ";man;mi;;;;;man;;;;;;
629;康;4;コウ;やす;koo;peace;-;-;koo;;;;;;koo;;;;;;
1910;未;4;ミ;ひつじ、いま;mi;"not yet. un-, not";-;-;mi;hituzi;;;;;;;;;;;
120;億;4;オク;;oku;100,000,000;-;-;oQ;oku;;;;;oku;;;;;;
376;救;4;キュウ、すく-う;ク;kyuu;"save, help, rescue, relieve (suffering); redeem, reclaim";suku(u);"save, help, rescue, relieve (suffering); redeem, reclaim";kyuu;;;;;;;;;;;;
888;周;4;シュウ、まわ-り;ス、ズ、あまね;shuu;"circuit, lap, circumference, vicinity; Chou (dynasty) ";mawa(ri);"rotation; circumference, girth; surroundings, border; detour; tour; efficacy or effect (of something taken); spread (of flames) ";syuu;;;;;;syuu;;;;;;
1144;席;4;セキ;し;seki;"seat; mat; a place, room, occasion";-;-;seki;seQ;;;;;seki;si;;;;;
378;給;4;キュウ;たま;kyuu;"wage; gift; wage grade";-;-;kyuu;;;;;;kyuu;;;;;;
1916;脈;4;ミャク;;myaku;"vein (of ore); blood vessel; pulse; pulsation; hope";-;-;myaku;;;;;;myaku;;;;;;
1918;民;4;ミン、たみ;;min;"people, nation, subjects";tami;"people, nation, subjects";min;tami;;;;;min;;;;;;
1151;積;4;セキ、つ-む、つ-もる;シャク;seki;"product (in math); acreage, contents, measurement";"tsu(mu), tsu(moru)";"pile up, stack, lay; load, ship, take on; accumulate, amass, save. be piled up, be amassed; lie on, be covered (with snow); amount to; estimate, calculate, measure ";seQ;seki;tu;;;;seki;tu;;;;;
1409;腸;4;チョウ;はらわた;choo;"intestines, bowels, entrails; digestive system in lower animals";-;-;tyoo;;;;;;tyoo;;;;;;
1922;無;4;ム、ブ、な-い;;"mu, 	bu";"nothing, nil, negation";na(i);"if there were none; were it not for; unless";mu;bu;;;;;mu;;;;;;
387;挙;4;キョ、あ-げる、あ-がる;コ;kyo;"plan, project; behavior; actions; step";"a(geru), a(garu)";"celebrate (a ceremony); join (hands in an effort); have (a child); arrest; become prosperous; be captured";kyo;a;;;;;kyo;;;;;;
1155;折;4;セツ、お-る、おり、お-れる;;setsu;"break, snap, fracture, knock out (teeth); fold, turn down; bend; make (a paper toy); yield (oneself), give in";"o(ru), ori, o(reru)";"break, snap, fracture, knock out (teeth); fold, turn down; bend; make (a paper toy); yield (oneself), give in. breaking; small food box; time, occasion, juncture; opportunity. snap, break; be folded; submit; turn (to the left or right)";seQ;ori;o;;;;setu;ori;o;;;;
134;加;4;カ、くわ-える、くわ-わる;ケ;ka;"addition, increase";"kuwa(eru), kuwa(waru)";"join in; accede to; gain in (influence); increase; add, sum up; append; include; inflict";ka;;;;;;ka;ga;;;;;
1672;飯;4;ハン、めし;いい;han;"cooked rice; meal; food";meshi;"cooked rice; meal; food, livelihood";han;mesi;ii;;;;han;pan;mesi;ii;;;
393;漁;4;ギョ、リョウ;すなど、あさ;"gyo, 	ryoo";"fishing; fishery; catch, haul";-;-;gyo;ryoo;;;;;ryoo;gyo;;;;;
1162;節;4;セツ、[セチ]、ふし;;"setsu, [sechi]";"season, period, occasion, time; verse, clause, paragraph, section, stanza; integrity, honor";fushi;"joint, knuckle; knob, lump, knot; tune, melody; point (in a talk)";setu;husi;seQ;;;;setu;busi;seti;husi;;;
395;共;4;キョウ、とも;;kyoo;"both; neither (with neg.); all; and, as well as; including; with, together with; plural ending";tomo;"both; neither (with neg.); all; and, as well as; including; with, together with; plural ending";kyoo;tomo;;;;;kyoo;domo;;;;;
1163;説;4;セツ、[ゼイ]、と-く;;"setsu, [zei]";"opinion, view, assertion; comment; theory; rumor, report; version  ";to(ku);"explain, expound, advocate, preach, teach, persuade";setu;seQ;;;;;setu;zetu;zei;;;;
141;果;4;カ、は-たす、は-てる、は-て;くだもの;ka;"fruit, reward";"ha(tasu), ha(teru), ha(te)";"carry out, achieve, complete; realize, perform, fulfill; end, be finished, be exhausted; die, perish; limit, bounds, extremity, result; fate";ka;kudamono;;;;;ka;ga;;;;;
401;協;4;キョウ;;kyoo;cooperation;-;-;kyoo;;;;;;kyoo;;;;;;
658;告;4;コク、つ-げる;;koku;"tell, inform, announce, proclaim; bid, order ";tsu(geru);"tell, inform, announce, proclaim; bid, order ";koku;koQ;;;;;koku;tu;;;;;
1174;浅;4;セン、あさ-い;;sen;"shallow; superficial; short (time); slight (connection); pale, light (color)";asa(i);"shallow; superficial; short (time); slight (connection); pale, light (color)";sen;asa;;;;;asa;sen;;;;;
151;貨;4;カ;;ka;"property, freight, goods";-;-;ka;;;;;;ka;;;;;;
919;祝;4;シュク、[シュウ]、いわ-う;のりと、ほ;"shuku, [shuu]";"celebration, congratulations, ";iwa(u);"celebration, festival, congratulations ";syuku;syuu;norito;iwa;;;syuku;iwa;;;;;
1181;戦;4;セン、いくさ、たたか-う;おのの;sen;"war; battle; game, match";"ikusa, tataka(u)";"wage war; fight; engage in a contest; struggle against. war, fight, battle, encounter ";sen;;;;;;sen;;;;;;
1437;低;4;テイ、ひく-い、ひく-める、ひく-まる;;tei;low;"hiku(i), hiku(meru), hiku(maru)";"low, short; humble; low (voice)";tei;;;;;;tei;;;;;;
1693;飛;4;ヒ、と-ぶ、と-ばす;;hi;"fly; skip (pages)";"to(bu), to(basu)";"fly; skip (pages). fly (a kite); let fly; blow away; scatter; splash; drive fast; skip over, omit; issue, send out ";hi;to;;;;;hi;pi;;;;;
416;鏡;4;キョウ、かがみ;;kyoo;"mirror; speculum; barrelhead; round rice-cake offering";kagami;"mirror; speculum; barrelhead; round rice-cake offering";kyoo;kagami;;;;;kagami;kyoo;;;;;
417;競;4;キョウ、ケイ、きそ-う、せ-る;;"kyoo, 	kei";"emulate, compete with";"kiso(u), se(ru)";"emulate, compete with; compete, vie, bid; sell at auction";kyoo;kei;;;;;;;;;;;
162;課;4;カ;;ka;"lesson; section, department; allotment, division";-;-;ka;;;;;;ka;;;;;;
1442;底;4;テイ、そこ;;tei;"bottom, base; kind, sort ";soko;"bottom; sole; depth, bowels (of the earth); bottom price";soko;tei;;;;;tei;soko;zoko;;;;
1699;費;4;ヒ、つい-やす、つい-える;;hi;"expenses, cost";"tsui(yasu), tsui(eru)";"spend, consume, waste. become less; be wasted ";hi;;;;;;hi;pi;;;;;
1958;約;4;ヤク;;yaku;"promise, vow; approximately; abridgment";-;-;yaku;yaQ;;;;;yaku;;;;;;
168;芽;4;ガ、め;;ga;"sprout, spear, germ";me;"sprout, spear, germ";ga;;;;;;ga;me;;;;;
1192;選;4;セン、えら-ぶ;;sen;"selection, choice";era(bu);"select, choose; cull out; elect; prefer; decide on ";sen;;;;;;sen;;;;;;
426;極;4;キョク、ゴク、きわ-める、きわ-まる、きわ-み;;"kyoku, 	goku";"end; highest rank; the poles; (electric) poles";"kiwa(meru), kiwa(maru), kiwa(mi)";"terminate; reach an extreme; be in a dilemma; investigate thoroughly, master; carry to extremes; height, acme, extremity";kyoku;goku;kyoQ;goQ;;;kyoku;goku;;;;;
939;順;4;ジュン;したが;jun;"order; turn; right; docility, obedience; occasion ";-;-;zyun;;;;;;zyun;;;;;;
1451;停;4;テイ;;tei;stopping;-;-;tei;;;;;;tei;;;;;;
1199;然;4;ゼン、ネン;しか;"zen, 	nen";"to decree";-;-;;;;;;;zen;nen;;;;;
688;差;4;サ、さ-す;;sa;"difference, variation; discrepancy; margin; balance; remainder (in subtraction) ";sa(su);"raise (the hands); stretch out( the hands in dancing); put up (an umbrella); carry (on the shoulder); build (a hut); stretch (a rope); graft (trees); carry (in the belt); lift up; offer. (the sun) shines; appear on the surface";sa;;;;;;sa;za;;;;;
944;初;4;ショ、はじ-め、はじ-めて、はつ、うい、そ-める;うぶ;sho;"beginning, first";"haji(me), haji(mete), hatsu, ui, so(meru)";"beginning, origin. including, and, as well as. (for) the first time; not until. first, new. first (time). begin to ";syo;hatu;ui;ubu;;;syo;;;;;;
1712;必;4;ヒツ、かなら-ず;;hitsu;certainly;kanara(zu);"certainly, positively, invariably";hitu;hiQ;;;;;;;;;;;
178;改;4;カイ、あらた-める、あらた-まる;;kai;"change, modify, convert; renew, renovate; reform, mend, rectify; amend, revise, improve; examine, inspect, search";"arata(meru), arata(maru)";"change, modify, convert; renew, renovate; reform, mend, rectify; amend, revise, improve; examine, inspect, search; be renewed, be renovated; be modified, be revised; be improved, be reformed; be ceremonious";kai;;;;;;kai;;;;;;
1460;的;4;テキ、まと;;teki;"mark, target; object; the point. adjective ending";mato;"mark, target; object; the point";teki;;;;;;teki;;;;;;
1973;勇;4;ユウ、いさ-む;ユ;yuu;"bravery,courage, heroism";isa(mu);"cheer up, be in high spirits";yuu;;;;;;yuu;;;;;;
1720;票;4;ヒョウ;;hyoo;"label; ballot; ticket; sign";-;-;hyoo;;;;;;hyoo;pyoo;;;;;
185;械;4;カイ;;kai;"fetters; machine; instrument";-;-;;;;;;;kai;;;;;;
1723;標;4;ヒョウ;;hyoo;"signpost; mark; target; designate";-;-;hyoo;;;;;;hyoo;;;;;;
1473;典;4;テン;のり、つね;ten;"ceremony, celebration; law code";-;-;ten;;;;;;ten;den;;;;;
707;菜;4;サイ、な;;sai;"side dish; greens; vegetables";na;"greens; vegetables; the rape or mustard plant";sai;na;;;;;sai;zai;na;;;;
708;最;4;サイ、もっと-も;;sai;most;motto(mo);most;sai;;;;;;;;;;;;
1220;争;4;ソウ、あらそ-う;;soo;"dispute, argue; be at variance; compete";araso(u);"dispute, argue, be at variance, compete";soo;;;;;;soo;;;;;;
199;害;4;ガイ;;gai;"injury, harm, damage, mischief, interference";-;-;gai;;;;;;gai;;;;;;
1736;不;4;フ、ブ;;"fu, 	bu";"negation; bad; clumsy; ugly";-;-;hu;bu;;;;;;;;;;;
1481;伝;4;デン、つた-わる、つた-える、つた-う;テン;den;"legend, tradition; life, biography; commentary; communicating ";"tsuta(waru), tsuta(eru), tsuta(u)";"go along, walk along, follow. be transmitted, be circulated, be introduced into. report, tell, impart, transmit, propagate, teach, bequeath ";den;ten;;;;;den;;;;;;
1737;夫;4;フ、[フウ]、おっと;か;"fu, [fuu]";"husband; man";otto;"husband, spouse";huu;hu;bu;;;;huu;bu;hu;pu;;;
202;街;4;ガイ、[カイ]、まち;;"gai, [kai]";"street, avenue; town";machi;"town; quarters; street";gai;mati;kai;;;;gai;mati;;;;;
971;松;4;ショウ、まつ;;shoo;pine;matsu;pine;matu;syoo;;;;;matu;;;;;;
1227;倉;4;ソウ、くら;;soo;storehouse;kura;"warehouse, godown; cellar; depository, treasury; granary, elevator";soo;;;;;;gura;soo;;;;;
1739;付;4;フ、つ-ける、つ-く;;fu;"give to, submit to, refer to; affix, attach, append ";"tsu(keru), tsu(ku)";"attach, join, stick, glue, fasten; sew on; furnish (a house with); wear, put on; make an entry; appraise, set (a price); apply (ointment); bring alongside; place (under guard or a doctor); follow, shadow; add, append, affix; load; give (courage to); keep (an eye on); establish (relations or understanding). be connected with; be dyed; be stained; be scarred; be recorded; be attached to; (fires) start; follow; become allied to; accompany; study with; increase, be added to";hu;tu;;;;;hu;;pu;tu;;;
1996;要;4;ヨウ、かなめ、い-る;;yoo;"main point, essence; aim; secret; need";"kaname, i(ru)";"require, need; waylay, ambush. pivot; the main point; the key (to) ";yoo;;;;;;yoo;;;;;;
718;材;4;ザイ;;zai;"log; timber, lumber, wood; material; talent ";-;-;zai;;;;;;zai;;;;;;
1742;府;4;フ;;fu;"urban prefecture; government office; representative body; storehouse";-;-;hu;;;;;;hu;pu;;;;;
463;訓;4;クン;キン;kun;"Japanese reading (of a character); explanation of a character; lesson; regulation; rule";-;-;kun;;;;;;kun;kin;;;;;
1231;巣;4;ソウ、す;;soo;"nest, rookery, breeding place, beehive, cobweb; den, haunt";su;"nest, rookery, breeding place, beehive, cobweb; den, haunt";su;soo;;;;;soo;su;;;;;
1487;徒;4;ト;いたず、かち;to;"party, set, gang, companions; people";-;-;to;kati;;;;;to;;;;;;
